timestamp,open,high,low,close,volume
2026-08-11,124.7500,127.8500,124.4600,127.6100,8426726
2026-08-10,122.0900,126.2763,122.0600,125.9200,5180921
2026-08-07,117.6700,120.1000,117.5100,117.9800,4510550
2026-08-06,116.4600,119.7300,116.1900,118.8700,5341923
2026-08-05,115.9600,116.0100,113.8600,114.8800,5345721
2026-08-04,117.0000,117.6200,114.8575,115.7800,7619336
2026-08-03,120.8000,122.8600,119.5401,122.1200,7297259
2026-07-31,130.1800,130.9800,127.9500,129.1700,4676567
2026-07-30,127.1200,129.2100,126.9100,127.4800,3744834
2026-07-29,128.4600,130.3000,128.0110,129.3100,7865631
2026-07-28,123.6700,124.5458,118.4800,120.4900,8187062
2026-07-27,128.6550,128.6600,124.5800,124.7600,9422538
2026-07-24,137.7200,137.8100,133.5300,136.6900,9036283
2026-07-23,138.5200,142.3300,138.1450,139.4900,12732068
2026-07-22,131.4200,132.9100,130.5900,131.6800,6708182
2026-07-21,128.9200,129.4000,127.5000,128.8500,6079709
2026-07-20,123.7800,126.5700,123.4401,125.5100,6696130
2026-07-17,123.2000,124.8800,121.4500,123.9600,5953863
2026-07-16,121.2100,121.4300,118.7000,119.3000,3993118
2026-07-15,121.4500,121.8700,118.3500,121.3800,6332508
2026-07-14,120.6500,121.3700,117.7300,120.1700,10211265
2026-07-13,111.8850,119.0450,111.7100,117.7900,13024327
2026-07-10,109.3100,110.9000,107.4900,108.7000,4488381
2026-07-09,110.8400,110.9000,108.3800,109.0100,5521945
2026-07-08,112.3600,115.0000,110.9500,112.2100,14148928
2026-07-07,105.6700,109.8400,105.4900,108.9200,7307115
2026-07-06,104.5300,105.0200,103.6600,104.3500,1635931
2026-07-02,102.8500,104.4600,102.4200,103.9800,2212654
2026-07-01,104.5500,105.0000,103.1450,103.2700,3111294
2026-06-30,108.1500,108.1500,105.1200,106.4400,3736471
2026-06-29,106.6500,107.9900,106.1900,107.0800,3173336
2026-06-26,105.8300,106.1700,104.0700,105.4800,9624470
2026-06-25,106.0300,110.0500,105.8650,109.3100,6205986
2026-06-24,106.2900,107.6600,105.6500,106.2900,5035501
2026-06-23,110.9200,111.5300,110.0600,111.2600,3153858
2026-06-22,112.6300,112.8100,111.1300,112.6900,4524415
2026-06-18,112.4700,115.3300,110.4837,114.8700,5560064
2026-06-17,115.4400,120.0000,114.1300,114.2300,5504012
2026-06-16,116.3400,116.9900,113.3100,115.4700,7728772
2026-06-15,119.8400,121.4800,119.0200,121.2100,5839056
2026-06-12,127.0300,129.7700,125.3000,125.4300,8521272
2026-06-11,134.2700,135.9800,127.8700,128.8300,12187289
2026-06-10,132.9250,136.6100,132.6300,134.3000,7519468
2026-06-09,132.0100,133.0400,128.1800,131.3000,9321526
2026-06-08,134.9500,136.5299,133.9500,135.1500,4564306
2026-06-05,135.1400,135.2000,132.2400,133.0200,4653840
2026-06-04,136.6700,137.0500,135.0100,136.7400,4191988
2026-06-03,139.4600,141.4184,138.3900,140.8600,4766162
2026-06-02,135.0680,137.6701,134.1800,137.2700,3831240
2026-06-01,135.6500,138.9100,133.0200,135.5000,11053329
2026-05-29,128.3050,130.3204,126.5500,129.0900,8226598
2026-05-28,133.3400,133.8399,127.7700,130.7800,7533296
2026-05-27,131.3900,133.5800,129.6400,131.0300,8423312
2026-05-26,136.3400,138.6950,135.9400,137.0000,7574208
2026-05-22,141.4300,143.7800,138.7100,140.9200,7541288
2026-05-21,149.2700,150.2550,140.2300,142.5400,10203774
2026-05-20,149.4520,150.5400,141.9600,144.2700,11457703
2026-05-19,152.8780,153.5000,150.2200,152.9600,5514790
2026-05-18,145.9100,154.0800,144.9600,149.2900,10817342
2026-05-15,145.5500,148.4100,145.1700,148.2300,5588281
2026-05-14,140.9350,143.0000,140.5900,143.0000,4656036
2026-05-13,143.9200,145.0000,141.2700,142.0400,4719918
2026-05-12,143.8300,144.8000,143.0900,144.3000,6109856
2026-05-11,136.6900,140.9000,135.8600,138.6600,6252843
2026-05-08,132.3700,135.2200,132.1400,133.5900,7739649
2026-05-07,128.7700,136.7900,127.3800,134.9700,15902155
2026-05-06,135.3300,136.6350,132.5600,133.9500,12535303
2026-05-05,143.9100,144.8000,142.1400,144.1700,8550967
2026-05-04,143.8500,149.4700,142.2301,147.6100,15170649
2026-05-01,143.5300,143.8500,138.8000,142.8000,12798585
2026-04-30,146.3200,149.0600,144.4800,147.0900,10614131
2026-04-29,146.1500,151.6299,145.9400,150.6300,14903267
2026-04-28,138.8500,140.4000,138.0200,139.6000,11944924
2026-04-27,133.9600,136.4900,133.2100,134.7200,7019641
2026-04-24,132.6300,133.8699,129.5500,132.4000,14228372
2026-04-23,131.2600,137.4600,129.8700,134.7200,19181587
2026-04-22,127.3600,131.0100,127.0700,129.4000,11894534
2026-04-21,121.5100,128.8900,121.0300,128.2500,23309530
2026-04-20,119.8400,122.8800,119.4000,121.3200,15244904
2026-04-17,114.7300,116.8700,110.3450,116.0400,38315306
2026-04-16,124.0700,128.2800,124.0500,125.8400,13470229
2026-04-15,123.2500,125.2400,122.3300,122.5900,13952780
2026-04-14,127.1000,127.2300,122.9100,123.8500,14735573
2026-04-13,133.3700,133.5300,127.1600,128.4700,22427808
2026-04-10,125.6100,127.7800,123.9800,124.8200,16178944
2026-04-09,127.1900,129.6400,123.0600,126.9600,44214797
2026-04-08,119.0550,125.2300,118.0600,124.5800,52449284
2026-04-07,141.3300,143.9800,130.0000,138.0800,50936426
2026-04-06,138.5050,140.8900,136.3800,138.9400,28315539
2026-04-02,139.2700,140.0000,131.8900,137.9200,63983581
2026-04-01,124.8600,125.7315,122.4800,124.0900,45287023
2026-03-31,129.3500,130.9300,124.2000,127.2500,58856878
2026-03-30,126.8400,130.0799,126.3100,129.8300,40484941
2026-03-27,120.7900,125.3000,120.4700,124.2000,32843747
2026-03-26,116.7300,118.9400,115.2000,117.2600,42398638
2026-03-25,109.2900,114.2500,109.0200,113.3900,41976342
2026-03-24,115.2250,116.3500,112.7700,114.5400,48623814
2026-03-23,113.2900,114.4500,106.4501,110.5600,91139736
2026-03-20,118.9600,123.0200,118.3300,121.4300,49738866
2026-03-19,120.4000,125.1900,114.6800,117.3600,96157253
